uen,name
T07GS7104B,"CHUNG CHENG HIGH SCHOOL (MAIN)"
T07GS7105J,"CHUNG CHENG HIGH SCHOOL (YISHUN)"
S88SS0032J,"Church Alive Ministries l.k.a Shalom Gospel Hall"
T01SS0022D,"Church Arise"
S90SS0020H,"Church in Missions Association"
T03SS0001H,"Church of Christ - Lavender"
S88SS0012K,"CHURCH OF CHRIST - LIM AH PIN ROAD"
S56SS0023C,"Church of Christ of Malaya, The"
T08CC4038L,"Church of Christ The King"
T01SS0184F,"CHURCH OF CHRIST THE ROCK"
S88SS0009K,"Church of Christ, Bedok"
S87SS0097C,"Church of Christ, Geylang"
S80SS0042G,"Church of Christ, Jurong"
S78SS0030C,"CHURCH OF CHRIST, MOULMEIN ROAD"
S88SS0008C,"Church of Christ, North-East"
T03SS0182B,"Church of Christ, Pasir Panjang (Chinese)"
S76SS0008A,"Church of Christ, Pasir Panjang, Singapore"
T08CC4044K,"Church of Divine Mercy"
197902131C,"CHURCH OF GOD (EVANGELICAL) LTD"
S95SS0105E,"Church of God (Singapore)"
S95SS0104J,"Church of Joy"
201012290W,"CHURCH OF MARKETPLACE LTD."
T08CC4026C,"Church of Our Lady Of Lourdes"
T08CC4045F,"Church of Our Lady of Perpetual Succour"
T08CC4046B,"Church of Our Lady Queen Of Peace"
T08CC4039G,"Church of Our Lady Star of the Sea"
S87SS0022K,"Church of Praise"
S65SS0040A,"Church of Singapore"
S90SS0068G,"Church of Singapore (Balestier)"
S87SS0084K,"Church of Singapore (Bukit Timah)"
T01SS0044F,"Church of Singapore (Harvest)"
S93SS0065A,"Church of Singapore (Woodlands)"
T08CC4040D,"Church of St Anthony"
T08CC4027K,"Church of St Bernadette"
T08CC4051E,"Church of St Francis of Assisi"
T08CC4033J,"Church of St Francis Xavier"
T08CC4052A,"Church of St Ignatius"
T08CC4053H,"Church of St Mary Of The Angels"
T08CC4028F,"Church of St Michael"
T08CC4047J,"Church of St Stephen"
T08CC4029B,"Church of St Teresa"
T08CC4034E,"Church of St Vincent De Paul"
T08CC4030K,"Church of Sts Peter & Paul"
T08CC4066A,"CHURCH OF THE ASCENSION"
T08CC4068D,"Church of the Good Shepherd"
T08CC4054D,"Church of the Holy Cross"
T08CC4048E,"Church of the Holy Family"
T08CC4041L,"Church of the Holy Spirit"
T08CC4049A,"Church of the Holy Trinity"
T08CC4035A,"Church of the Immaculate Heart of Mary"
T08CC4036H,"Church of the Nativity of the Blessed Virgin Mary"
T08CC4042G,"Church of the Risen Christ"
T08CC4031F,"Church of the Sacred Heart"
T15CC0001D,"Church of the Transfiguration"
T08CC4069L,"Church of the True Light"
S96SS0042G,"Church of Victory"
S88SS0028B,"Chwee Bee Temple"
201433751W,"CIRCLE OF FRIENDS LIMITED"
200402399C,"CIRCUSOUTREACH LTD."
S94SS0004B,"Citivision Church of Christ"
199707455Z,"CITY CHINESE ORCHESTRA (SINGAPORE) LTD"
200517866G,"CITY COLLEGE HOLDINGS LTD."
T05SS0248C,"CITY GATE CHURCH"
S92SS0080D,"City Harvest Church"
S96SS0037D,"City Missions Church - The City Church"
T04SS0125J,"Classical Singers' Association (Singapore)"
S84SS0104A,"Clementi United Temple"
201414306K,"CLOWN DOCTORS SINGAPORE LIMITED"
T05SS0272J,"Coalition Against Bullying for Children and Youth (CABCY)"
200410333E,"COLLEGE OF ANAESTHESIOLOGISTS, SINGAPORE"
200815442W,"COLLEGE OF DENTAL SURGEONS, SINGAPORE"
S71SS0039J,"College of Family Physicians Singapore,"
200410332N,"COLLEGE OF OBSTETRICIANS AND GYNAECOLOGISTS, SINGAPORE"
200410329W,"COLLEGE OF PAEDIATRICS AND CHILD HEALTH, SINGAPORE"
200410334R,"COLLEGE OF PHYSICIANS, SINGAPORE"
200410338Z,"COLLEGE OF RADIOLOGISTS, SINGAPORE"
200410341R,"COLLEGE OF SURGEONS, SINGAPORE"
201331830Z,"COMMON PURPOSE ASIA-PACIFIC LIMITED"
201613689Z,"COMMUNICABLE DISEASE THREATS INITIATIVE, INCORPORATING ASIA PACIFIC LEADERS MALARIA ALLIANCE"
T04SS0147L,"COMMUNITY CONCERN SERVICES"
201227165G,"COMMUNITY CULTURAL DEVELOPMENT (SINGAPORE) LTD."
S89SS0047K,"Community for Christ Church"
S87SS0125L,"COMMUNITY OF PRAISE BAPTIST CHURCH"
201114168H,"COMMUNITY OUTREACH RUGBY DEVELOPMENT LIMITED"
201107654R,"COMO FOUNDATION"
T13SS0112C,"COMPASS LIFE"
S84CC0107E,"CONGRESS TRUST FUND OF THE OBSTETRICAL AND GYNAECOLOGICAL SOCIETY OF SINGAPORE"
201319107K,"CONJUNCT CONSULTING (SINGAPORE) LIMITED"
200910510N,"CONSERVATION INTERNATIONAL SINGAPORE, LTD."
S71SS0016L,"Consumers' Association of Singapore (CASE)"
S95SS0118J,"Cornerstone Community Church"
S98SS0130L,"Cornerstone Evangelical Baptist Church"
T03SS0047D,"Cornerstone Restoration Centre"
S90SS0036L,"Coronation Baptist Church"
200714231E,"COUNCIL FOR ADVANCEMENT AND SUPPORT OF EDUCATION - ASIA PACIFIC"
200708621W,"COUNCIL FOR THIRD AGE"
201206146Z,"COUNCIL FOR WORLD MISSION LTD."
S93SS0134C,"Covenant Church of Christ"
S94SS0064K,"Covenant Community Baptist Church"
S95CC1076H,"COVENANT COMMUNITY METHODIST CHURCH"
S92SS0116B,"COVENANT EVANGELICAL FREE CHURCH"
S87SS0106H,"Covenant Evangelical Reformed Church (CERC), The"
T12SS0164D,"COVENANT PRESBYTERIAN CHURCH"
T00SS0049C,"Covenant Vision Christian Mission"
201607267C,"CREDIT COUNSELLING SINGAPORE"
S90CC0731F,"CRESCENT GIRLS' SCHOOL ALUMNAE ASSOCIATION TRUST FUND"
T04SS0289C,"Crime Library (Singapore)"
T00SS0196J,"Criswell Tabernacle"
201535138W,"CROCODILE FOUNDATION LTD."
T12SS0090L,"CROHN'S & COLITIS SOCIETY OF SINGAPORE"
S90SS0077E,"Crossways Life Centre"
S96SS0197C,"Crown of Glory Church"
197200238N,"CRU ASIA LIMITED"
S65SS0011D,"CUESPORTS SINGAPORE"
T14CC0004J,"Cultural Matching Fund"
T00SS0181B,"Culture Regeneration Research Society"
201222314Z,"D.O.G.S (SINGAPORE) LIMITED"
T06SS0069K,"D'ARTISTES"
S94SS0109F,"Da De Maitreya Moral Society"
S89SS0076G,"Da Sheng Kong Chinese Temple"
201106512M,"DANA ASIA"
S81SS0052F,"Darma Muneeswaran Temple Society"
201003689Z,"DAS ACADEMY LTD."
201111119G,"DAS INTERNATIONAL SERVICES LTD."
201202548N,"DAVID COLVIN SCOTT FOUNDATION LIMITED"
T07GS5008B,"DE LA SALLE SCHOOL"
S98SS0140E,"Deaf and Hard-of-Hearing Federation (Singapore)"
S92SS0025J,"Deeper Life Christian Center (DLCC )"
S72SS0047E,"Dermatological Society of Singapore"
S69SS0051L,"Dharma Cakra Society, The"
T04SS0012C,"Dharma Drum (Singapore)"
201322114N,"DHC HOPE FOUNDATION LTD."
T02SS0181A,"DI ZANG LIN"
S86SS0002F,"Disabled People's Association"
197100578E,"DISCIPLESHIP TRAINING CENTRE LTD"
S98SS0154E,"Divine Challengers"
S87SS0112G,"Dong Shan Temple"
199300505C,"DR GOH KENG SWEE SCHOLARSHIP FUND"
S84CC0090K,"DR LOUIS SAMMY FUND"
T03CC1700L,"DR TAN TSZE CHOR - SINGAPORE ART SOCIETY TRUST"
S89CC0692F,"DR TOH CHIN CHYE BENEVOLENT FUND FOR THE AGED"
201319279R,"DR. OON CHIEW SENG TRUST LIMITED"
S95SS0033D,"Dragon Lotus Hill Temple"
S84CC0113D,"DUNMAN'S TRUST"
197700430N,"EAGLES COMMUNICATIONS LTD"
200101189M,"EAN KENG SI BUDDHIST TEMPLE"
196000128N,"ECF HOLY WORD LIMITED"
S79SS0022F,"Eckankar Satsang Singapore"
200101743D,"ECNAD PROJECT LTD"
S99SS0100A,"Eden Bible-Presbyterian Church"
S99SS0093K,"Eden Community Services Centre"
S90SS0003H,"Eit San Tong Temple"
T07SS0026G,"El-Shaddai Ministries"
S87SS0027A,"Electronics Industries Training Centre"
196200166K,"ELIM CHURCH ASSEMBLY OF GOD"
201205064M,"EMANCIPASIA LTD."
200604321E,"EMILY HILL ENTERPRISE LTD."
S69SS0055F,"Emmanuel Assembly of God"
197701716N,"EMMANUEL BAPTIST FELLOWSHIP LT D."
S86SS0052J,"EMMANUEL BIBLE-PRESBYTERIAN CHURCH"
S97SS0105D,"Emmanuel Christian Church"
S70SS0022E,"Emmanuel Church of Singapore"
S71SS0006F,"Emmanuel Evangelical Free Church"
T15SS0083J,"Emmanuel Reformed Bible College"
S87CC0514A,"EMMANUEL TAMIL ANNUAL CONFERENCE (PART OF METHODIST CHURCH IN SINGAPORE)"
S90CC0753H,"EMMANUEL TAMIL ANNUAL CONFERENCE WOMEN'S SOCIETY OF CHRISTIAN SERVICE"
T03SS0165B,"Emmaus Christian Church"
T00SS0011J,"Emmaus Evangelical Free Church"
201619560Z,"EMPOWER AGEING LIMITED"
T02SS0168G,"En Community"
S86CC0400E,"ENDOCRINE & METABOLIC SOCIETY OF SINGAPORE RESEARCH FUND"
S71SS0056J,"Endocrine and Metabolic Society of Singapore"
S93SS0101L,"Eng Kong Christian Church"
201408320W,"ENGINEERING GOOD LTD."
T03SS0008B,"Environmental Challenge Organisation (Singapore)"
S76SS0030D,"EQUESTRIAN FEDERATION OF SINGAPORE (E.F.S)"
200908466C,"ERA DANCE THEATRE LIMITED"
200311368K,"ESCAPE THEATRE LTD."
200511927D,"ESSEC"
S87CC0446F,"EST OF DOO GEE LILY ALSO KNOWN AS LILY GEE DOO DECEASED"
S83CC0020C,"EST OF HENRY BOLTER DEC'D"
S84CC0077E,"ESTATE OF CHEW WOON POH DEC'D"
S88SS0038G,"Eternal Life Assembly"
S67SS0009K,"Eternal Life Baptist Church"
201312095N,"ETONHOUSE COMMUNITY FUND LIMITED"
S92CC0913B,"EURASIAN ASSOCIATION ENDOWMENT FUND"
S78SS0019A,"Evangel Baptist Church"
T09SS0023G,"Evangel Bible-Presbyterian Church"
198201011E,"EVANGEL CHRISTIAN CHURCH LTD"
198403735R,"EVANGEL FAMILY CHURCH LTD"
198001725R,"EVANGELICAL FELLOWSHIP OF SINGAPORE LTD"
S61SS0157D,"Evangelical Free Church of Singapore, The,"
201610151M,"EVANGELICAL THEOLOGICAL COLLEGE OF ASIA LTD."
S90SS0008K,"Evangelism Equipping Mission (Singapore)"
S96SS0064J,"Every Nation Church (Singapore)"
201216939N,"EXCLUSIVELY MONGRELS LIMITED"
T05SS0005B,"Fa Hua Monastery"
S88CC0566A,"FAH SI LAM BUDDHIST TEMPLE"
S87CC0541F,"FAIRFIELD METHODIST CHURCH"
T07GS5020L,"FAIRFIELD METHODIST SCHOOL (PRIMARY)"
T07GS7309H,"FAIRFIELD METHODIST SCHOOL (SECONDARY)"
S64SS0017H,"Faith Assembly of God Church"
S97SS0159B,"FAITH BIBLE CHURCH SINGAPORE"
S86SS0053E,"Faith Bible-Presbyterian Church"
S95CC1091E,"FAITH CHARITY TRUST,"THE"
S87SS0046D,"FAITH COMMUNITY BAPTIST CHURCH"
198304879W,"FAITH INDEPENDENT BAPTIST CHURCH LTD"
S87CC0504G,"FAITH METHODIST CHURCH"
197900124H,"FAITH MISSION HOME LTD"
S93SS0116G,"FAITH SANCTUARY"
S98SS0035L,"Family Enrichment Society"
S97SS0016C,"FAMILY LIFE FIRST"
T07SS0225D,"Family of Grace Evangelical Free Church"
S94CC1040A,"FAMILY RESOURCE AND TRAINING CENTRE"
T04CC1760B,"FAR EASTERN BIBLE COLLEGE"
201133836K,"FAUNA & FLORA INTERNATIONAL (SINGAPORE)"
197400956G,"FEBA LIMITED"
S92SS0016L,"Federation of Art Societies, Singapore"
S62SS0052E,"Federation of Youth Clubs, Singapore"
S91SS0020B,"Feeha Cheng Seah Temple & Old Folks Home"
201300850N,"FELLOWSHIP OF CHRISTIAN ATHLETES SINGAPORE LIMITED"
S60SS0021F,"Fellowship of Evangelical Students, Singapore"
S98SS0112D,"Festival of Praise Fellowship"
S75SS0053H,"FGB Gatekeepers Singapore"
S79SS0013H,"First Evangelical Reformed Church, The (FERC)"
201132553D,"FLAMENCO SIN FRONTERAS LTD."
S85CC0188B,"FLORA SHOOKER TRUST"
T12SS0101H,"FLUTE ASSOCIATION SINGAPORE"
T00SS0024B,"Fo Guang Shan (Singapore)"
200609590N,"FOMOS LTD."
S98SS0092J,"Foo Hai Buddhist Cultural and Welfare Association"
S92SS0110D,"Foo Hai Ch'an Monastery"
S87CC0483E,"FOOCHOW METHODIST CHURCH"
T07SS0006H,"Fook Tet Soo Hakka Temple"
201331258E,"FORUM FOR THE FUTURE ASIA PACIFIC LIMITED"
201303721C,"FOUNDATION FOR THE ARTS AND SOCIAL ENTERPRISE LIMITED"
S92CC0900J,"FRANCISCAN MISSIONARIES OF MARY"
S61SS0112D,"Free Christian Church of Singapore, The"
200404897E,"FREE COMMUNITY CHURCH LTD."
201503391Z,"FREE FOOD FOR ALL LTD."
S94SS0050K,"Free Presbyterian Church of Scotland (Singapore)"
T00SS0207F,"Friends of the Disabled Society"
T02SS0162J,"FRUITFUL VINE CHURCH"
S87SS0075A,"Fu Hui Buddhist Cultural Centre"
S85SS0076J,"FUAN TEMPLE"
S92SS0026E,"Fuk Tuck Chee Association"
S86SS0084E,"FULL GOSPEL ASSEMBLY"
S97SS0003K,"Full Gospel Korean Church (Singapore)"
S89SS0080C,"Fung Huo Yuan Temple"
S86SS0054A,"Galilee Bible-Presbyterian Church"
S88SS0004H,"GANG TIAN DA DI TEMPLE"
S96SS0066A,"GAO LIN GONG TEMPLE"
S86SS0013G,"Geck Hong Temple"
201314600E,"GEM NEW START CENTRE LIMITED"
S62SS0040H,"General Board of True Jesus Mission"
S88CC0553H,"GENERAL CONFERENCE WOMEN'S SOCIETY OF CHRISTIAN SERVICE"
S72SS0010G,"GERMAN EUROPEAN SCHOOL SINGAPORE (DEUTSCHE EUROPAEISCHE SCHULE SINGAPUR)"
S93SS0067D,"German Speaking Protestant Congregation In Singapore"
S86SS0037A,"Gerontological Society"
201227734E,"GESS FUND LTD."
S95SS0088J,"Gethsemane Bible-Presbyterian Church"
S87CC0529H,"GEYLANG CHINESE METHODIST CHURCH"
198303071W,"GEYLANG EVANGELICAL FREE CHURCH LTD"
T07GS5022C,"GEYLANG METHODIST SCHOOL (PRIMARY)"
T07GS7005G,"GEYLANG METHODIST SCHOOL (SECONDARY)"
S81SS0003K,"Geylang New Testament Church"
S81SS0035F,"Geylang United Temple"
T00CC1425B,"GIOK HONG TIAN TEMPLE"
201201657N,"GK1WORLD (SINGAPORE) LTD."
T08SS0168D,"GKY (SINGAPORE) CHURCH"
T06SS0197B,"Glad Tidings Gateway"
S91CC0817A,"GLAXOSMITHKLINE-EDB HRD FUND"
201428805R,"GLOBAL CULTURAL ALLIANCE LIMITED"
200301352N,"GLOBAL INDIAN FOUNDATION LTD."
S94SS0034F,"Global Reachout"
S97SS0056A,"Glory Centre"
T04SS0029B,"Glory Centre Community Services Association"
S89SS0048F,"Glory Joy Christian Church"
T06SS0151F,"Glory Korean Methodist Church (Singapore), The"
T14SS0059J,"Glory Presbyterian Church"
S95SS0117B,"GLORY SANCTUARY"
T08SS0009A,"God's Kingdom Bread of Life Church"
S97SS0042A,"God's Place, Faith City Church (Singapore)"
T04SS0058K,"God@Work"
199403740Z,"GOH FOUNDATION LIMITED"
200818254M,"GOH KENG SWEE FOUNDATION LTD."
S92SS0036K,"Golden Pagoda Buddhist Temple"
S95SS0072F,"Golden Years Fellowship"
S97SS0173C,"GOOD GIFTS CITY CHURCH"
S86SS0019E,"Good News Baptist Church"
198204059M,"GOSHEN INTERNATIONAL MINISTRIES LIMITED"
S89SS0019J,"Gospel Baptist Church"
S97SS0038E,"Gospel Light Bible- Presbyterian Church"
S88SS0082A,"Gospel Light Christian Church"
198400544Z,"GOSPEL MISSION TO THE BLIND LIMITED"
S98SS0011F,"Gospel Operation for Chinese Christians"
198300211C,"GOSPEL RECORDINGS SINGAPORE LT D."
S61SS0111H,"Grace (Singapore Chinese Christian) Church, The"
S61SS0171E,"Grace Assembly of God"
197903364W,"GRACE BAPTIST CHURCH LIMITED"
S94SS0014G,"GRACE BAPTIST MINISTRIES"
198000750D,"GRACE BETHESDA CHURCH LTD"
T00SS0135E,"Grace Bible Church"
S86SS0055H,"Grace Bible-Presbyterian Church"
S99SS0016B,"Grace Christian Centre"
S96SS0080B,"Grace Communion Church"
S87SS0052C,"Grace Fellowship"
S86SS0011D,"Grace Independent Baptist Church"
S98SS0053G,"Grace Jubilee Centre"
S87CC0503L,"GRACE METHODIST CHURCH"
S61SS0148F,"Graduates' Christian Fellowship, Singapore"
T09SS0193L,"Gratia Dei Sola Media"
S99SS0053A,"Great Shepherd Assembly of God"
T11CC0003J,"GSK-EDB Trust Fund"
S88SS0057K,"Guan Loong Sheng Temple"
S93SS0013F,"Guan Shan Temple"
S91SS0017B,"GUI CI MAITREYA ASSOCIATION"
S95SS0142D,"Gurdwara Sahib Yishun"
200401226H,"HAGAR (SINGAPORE) LIMITED"
S87SS0054F,"HAI INN TEMPLE"
T07GS7031E,"HAI SING CATHOLIC SCHOOL"
S99SS0140K,"Hai Yin Buddhist Sangha Society"
S87CC0485H,"HAKKA METHODIST CHURCH"
S86SS0078F,"Hallelujah Oratorio Society"
T08SS0100F,"HANDBALL FEDERATION(SINGAPORE)"
T01SS0067D,"Hankook Mission Church"
198403070K,"HARBORLIGHT CHURCH LTD."
S96SS0149C,"Harvest Force Society, The"
197700527M,"HARVESTER BAPTIST CHURCH LTD."
198502251M,"HARVESTER COMMUNITY CHURCH LIMITED"
T06CC3003D,"HEALTH ENDOWMENT FUND"
T08GB0014L,"HEALTH PROMOTION BOARD"
S80SS0043C,"HEAN THUAN TOH TONG"
S99SS0059K,"Heart of God Church"
T12SS0040H,"HEARTBEAT (SINGAPORE)"
200506481E,"HEARTSTRINGS ENGAGE LTD."
S91SS0008D,"Hebron Bible-Presbyterian Church"
S99SS0036A,"Helpful Care Group"
S86SS0091L,"HEPHZIBAH CHRISTIAN FELLOWSHIP"
T04SS0078J,"Herald Bible-Presbyterian Church"
S88SS0052H,"Heritage Baptist Church"
S87SS0124D,"Hi! Theatre"
T04SS0033J,"Hian Yong Tuah Toh Tong"
S83SS0075C,"Hiang Foo Siang Temple"
S91SS0002F,"HIAP TIEN KENG LENG POH TIAN"
S99SS0129H,"Himalayan Palyul Dharma Centre"
S73SS0004B,"Himpunan Belia Islam (Muslim Youth Assembly)"
S81SS0017K,"Hin Ann Thain Hiaw Keng"
S78SS0017J,"Hindu Centre"
T08GB0016C,"Hindu Endowments Board"
S87CC0531A,"HINGHWA METHODIST CHURCH"
T13SS0039E,"HIRA SOCIETY"
T07SS0031K,"His Arrow Church"
T05SS0032G,"His Mission"
S89SS0028G,"His Sanctuary"
T07SS0165L,"History Maker International Church"
201021641E,"HO BEE FOUNDATION"
T03SS0164F,"Ho Peck San Temple"
S95SS0149J,"Hock Chuan Monastery"
S94SS0157F,"Hock Huat Keng Temple"
S92SS0014H,"Hock Leng Keng Temple"
S85CC0143B,"HOKKIEN YEO SZE FUND"
T12CC0004K,"Holland Village Methodist Church"
198202285D,"HOLLANDSE SCHOOL LIMITED"
S98CC1301C,"HOLY COVENANT METHODIST CHURCH"
T13SS0016G,"HOLY GRACE PRESBYTERIAN CHURCH"
T07GS7108H,"HOLY INNOCENTS' HIGH SCHOOL"
T07GS5634A,"HOLY INNOCENTS' PRIMARY SCHOOL"
S65SS0020B,"Holy Tree Sri Bala Subramaniar Temple"
T08CC4070H,"Holy Trinity Church"
201330740C,"HOLYWELL FOUNDATION LIMITED"
S77SS0046A,"HONG HIAN KENG ASSOCIATION"
197903360N,"HONG LAI SZE LIMITED"
198004651E,"HONG LEONG FOUNDATION"
S82SS0014E,"Hong San Chin Huat Temple Association"
S94SS0002K,"Hong San See Temple"
S84SS0007J,"Hong San Si Temple Society"
S84SS0004K,"HONG THO BILW TEMPLE"
T07GS5626K,"HONG WEN SCHOOL"
S87SS0005K,"Hoo Leong Keong Temple"
S87SS0113C,"Hoon Hong Tian Haw Boo (Yun Feng Tian Hou Miao)"
198403069R,"HOON LENG YIE (TEMPLE) LTD"
S91SS0037A,"Hoon San Temple"
S50SS0001D,"Hoon Sian Keng Temple, The"
S90SS0053L,"Hope Baptist Church"
S93SS0023L,"Hope Church (Singapore)"
S96SS0104C,"Hope Community Services Centre"
201302444Z,"HOPE INTERNATIONAL DEVELOPMENT AGENCY (SINGAPORE) LTD."
T12SS0178D,"HOPE PRESBYTERIAN CHURCH"
T00SS0128K,"Hosanna Assembly of God Church"
S84SS0064G,"Hosanna Baptist Church"
S87SS0098K,"Hougang Assembly of God Church"
S93CC0976C,"HOUGANG CONSTITUENCY EDUCATION TRUST"
T04SS0233B,"Hougang Tao Mu Temple"
S88SS0110J,"House of Prayer, The"
S98SS0094A,"House of the Lord Church"
S93SS0001J,"Hua Teck Siang Tng"
S93SS0018H,"Huay Lian Keng"
201430532E,"HUG COMMUNITY SERVICES LIMITED"
S94SS0125K,"Hui Ming Buddhist Society"
T11SS0229E,"HUMANE SOCIETY (SINGAPORE)"
200503047M,"HUMPHREY OEI FOUNDATION LIMITED"
S61SS0070G,"Huria Kristen Batak Protestant (Batak Christian Protestant) Singapore"
T07GS0806E,"HWA CHONG INSTITUTION"
200405080R,"HWA CHONG INTERNATIONAL SCHOOL"
S85SS0073K,"Hwa Kwang Tai Tee Temple"
S99SS0114A,"Hwa Yen Buddhist Society"
201423780G,"HYFY LIMITED"
200802928D,"I THEATRE LTD."
201006538Z,"IIX FOUNDATION LIMITED"
198403830R,"IMPACT CHRISTIAN COMMUNICATIONS LTD"
201709148H,"IMPACT LIFE CHURCH LTD."
T02SS0043D,"In Him Church"
199901016K,"INSEAD"
T08GB0022B,"Institute of Technical Education"
S64SS0007C,"Inter-Religious Organisation (Singapore)"
S91FC4345J,"INTERNATIONAL BACCALAUREATE ORGANIZATION (SINGAPORE BRANCH)"
S73SS0007A,"International Baptist Church of Singapore"
T02SS0216C,"International Christian Choral Conductor Society"
S90SS0011K,"INTERNATIONAL CHRISTIAN MISSION (SINGAPORE)"
198304234E,"INTERNATIONAL CHURCH OF THE FOURSQUARE GOSPEL (SINGAPORE) LTD."
S93SS0028B,"International College of Surgeons (Singapore Section)"
199303918N,"INTERNATIONAL COMMUNITY SCHOOL (SINGAPORE) LTD"
S98SS0160D,"INTERNATIONAL FULL GOSPEL FELLOWSHIP (SINGAPORE)"
S93SS0124J,"International Life Sciences Institute - Southeast Asia Region"
T00CC1413E,"INTERNATIONAL LUTHERAN SEAFARERS' MISSION"
S94SS0011H,"International Needs (Singapore)"
200822937C,"INTERNATIONAL RICE RESEARCH INSTITUTE FUND LTD."
S89SS0004B,"Interserve Singapore"
S85CC0152L,"ISAAC MANASSEH MEYER TRUST FUND"
T08GB0021F,"ISEAS - Yusof Ishak Institute"
198101792R,"ISETAN FOUNDATION"
201627578E,"ISHK TOLARAM FOUNDATION LTD."
S94CC1011D,"ISLAMIC DEVELOPMENT BANK EDUCATION TRUST"
201533182D,"J217 LIMITED"
S98SS0005G,"Jaafari Muslim Association (Singapore)"
S85CC0165D,"JAMES CRAIG FUND"
S84CC0084L,"JAMES RAPER TRUST FUND"
S86CC0384E,"JAPANESE SCHOOL"
T00CC1414A,"JAPANESE SUPPLEMENTARY SCHOOL, SINGAPORE, THE"
S73SS0001C,"JAYAMANGAL BUDDHIST TEMPLE"
201626167G,"JAZZ ASSOCIATION (SINGAPORE) LIMITED"
S81SS0038E,"Jee Hai Tung Kwan Imm Welfare Society"
S92SS0003G,"Jen Chen Buddhism Centre"
S93SS0098D,"Jen Chen Buddhist Blissful Culture Centre"
S86SS0008D,"Jesus Lives"
S97SS0141G,"Jesus Reigns Church"
197100576D,"JESUS SAVES MISSION LIMITED"
S92SS0005K,"Jesus The King Church"
S87SS0079G,"Jesus' Disciples Baptist Community Church"
200812121H,"JET LI ONE FOUNDATION SINGAPORE LIMITED"
S62SS0046F,"Jewish Welfare Board, Singapore, The"
T03SS0115K,"JI ZHENG GONG"
S99SS0060G,"Jireh Bible-Presbyterian Church"
S97SS0144F,"Jiu Tiao Qiao Xin Ba Na Du Tan"
T07SS0053A,"Jiu Xuan Gong Society"
200817745G,"JLU GLOBAL LTD."
T07CC2008J,"JOO CHIAT CCC COMMUNITY DEVELOPMENT AND WELFARE FUND"
T00SS0215H,"Joo Chiat Gospel Hall"
T04SS0281B,"Joyful Charity"
T05SS0011A,"Jubilee Assembly of God"
S61SS0196F,"Jubilee Church, The"
T13SS0090E,"Jump Rope Federation (Singapore)"
200922582R,"JUNIOR ACHIEVEMENT (SINGAPORE) LTD."
S89CC0669G,"JURONG CHRISTIAN CHURCH"
S88CC0581J,"JURONG TAMIL METHODIST CHURCH"
S82SS0049L,"Jurong Temple"
T04SS0013K,"Just Parenting Association"
S95SS0121J,"Kadhampa Buddhist Association (Singapore)"
S87SS0078L,"Kai Hock Tong Temple"
S77SS0026B,"KAI SAN TEMPLE ASSOCIATION"
S98SS0044J,"KAM KWONG CHRISTIAN CHURCH"
S87CC0537K,"KAMPONG KAPOR METHODIST CHURCH"
S99SS0150D,"Kampong Tengah Thian Hou Keng"
T01SS0013F,"Kang Ming Free Clinic"
S81SS0029G,"Karma Kagyud Buddhist Centre"
S85CC0269A,"KATHO TEMPLE"
T12SS0172F,"KATONG PRESBYTERIAN CHURCH"
S64SS0019L,"Kay Poh Road Baptist Church"
S94SS0028G,"Keat Sun Beo"
200404121H,"KENNETH COPELAND MINISTRIES SINGAPORE LTD."
201120171W,"KEPPEL CARE FOUNDATION LIMITED"
S94SS0022J,"Kew Ong Yah Temple"
S21CC0001E,"Kew Ong Yah Temple (Upper Serangoon)"
S24SS0001D,"Khalsa Dharmak Sabha"
S31SS0001C,"Khalsa Jiwan Sudhar Sabha"
T07GS5608C,"KHENG CHENG SCHOOL"
201501865E,"KHOO CHWEE NEO FOUNDATION LTD."
198200899N,"KHOO TECK PUAT FOUNDATION"
S99SS0092C,"Khoon Chee Vihara"
S92SS0004C,"Khush Khabri Fellowship"
T05SS0083F,"Khyenkong Tharjay Buddhist Charitable Society"
S94SS0054E,"Kiat Leng San Temple"
S87SS0067K,"KIEW LEE TONG TEMPLE"
S69SS0014A,"Kim Chuan Whuap Tuah Temple, The"
S93SS0093B,"Kim Eang Tong"
S96SS0046B,"Kim Keat Christian Church"
S66SS0042J,"Kim Tian Christian Church Singapore"
T08SS0162F,"Kind Gift"
T00SS0052C,"King of Glory Church"
T01SS0001J,"Kingdom of Jesus Christ Society"
201507765H,"KINGDOMCITY SINGAPORE LIMITED"
201129376H,"KOH ENG HIOK EDUCATIONAL FUNDS LTD."
T07CC2009E,"KOLAM AYER CCC COMMUNITY DEVELOPMENT AND WELFARE FUND"
S84SS0011E,"Kong Beng Tong Temple Association"
T07GS5168A,"KONG HWA SCHOOL"
199607186C,"KONG MENG SAN PHOR KARK SEE MONASTERY"
S90SS0006G,"Koon Teck Tng"
S86CC0373D,"KOR KEE HENG CHARITABLE TRUST"
S83SS0003J,"Korean Church in Singapore"
S70SS0005E,"Krishna Our Guide"
S86SS0046K,"Kuah Na Keng Temple Association"
S94SS0114J,"Kuan Hoon Dian Chinese Temple"
T03SS0021G,"Kuan Im Tng Temple (Joo Chiat)"
S96SS0016J,"Kuan Ti Temple"
S61SS0183B,"Kuang Chee Tng Buddhist Association, Singapore"
S87CC0539B,"KUM YAN METHODIST CHURCH (FORMERLY:CANTONESE METHODIST KUM YAN CHURCH)"
